6.832537455853490010e-03 1.294454266371591541e-02 2.659988065315274652e-02 6.065267980965707850e-02 2.896038880921613518e-03 3.672210684742103918e-04
6.552068074735309389e-03 1.260334113738893758e-02 2.688434556525150232e-02 5.913276214880010956e-02 2.965819349328169437e-03 3.630763837592177541e-04
6.219608257925164467e-03 1.273286998249213015e-02 2.896174711287148595e-02 6.031586535918968123e-02 3.050655918857005881e-03 3.688064865406508186e-04
6.224225207833727555e-03 1.315827931906530905e-02 2.849475909659657941e-02 6.051500174673583171e-02 3.041129713577078557e-03 3.743999510078874346e-04
6.832410473301984109e-03 1.385542168674698711e-02 2.812821725701883727e-02 6.313892985336264085e-02 3.094131723197640627e-03 3.812014802860402255e-04
6.651708899407856451e-03 1.333819252120910237e-02 2.881572596405962763e-02 6.300762401013752789e-02 3.107469193073431665e-03 3.727850240571529603e-04
9.061288855699392228e-03 1.031145746854066764e-02 2.841039461662654697e-02 6.371409937102195942e-02 3.203991639584315414e-03 4.032801976907341725e-04
9.471364107270742114e-03 1.018056917182926305e-02 2.710693004595926894e-02 6.440833524540581778e-02 3.205328772171349341e-03 4.074452625796986388e-04
6.648049900724495483e-03 1.319035434467731582e-02 2.807541877287962964e-02 6.435863293386595574e-02 3.240541695016188693e-03 4.382870905668095722e-04
6.745784928012957607e-03 1.249806935301410460e-02 2.929295880868992841e-02 6.530248194236305814e-02 3.253227137313179518e-03 4.355261308721236754e-04
6.031040646875052320e-03 1.299485997182172996e-02 2.900106364613439652e-02 6.687048576886023277e-02 3.320413652538550028e-03 4.552516831782414588e-04
6.234025136569420512e-03 1.306110402664008643e-02 2.857099104015502905e-02 6.700950556579556017e-02 3.317481442707666262e-03 4.482706775291097636e-04
6.982118929779474598e-03 1.412425054926095061e-02 2.858661486893569401e-02 7.158132888451675113e-02 3.354700824969771705e-03 4.396870430072367356e-04
7.065426854465842350e-03 1.385536049956101988e-02 2.848293681326708598e-02 7.177015518059415289e-02 3.360182326414929126e-03 4.257622326637549551e-04
5.890477455536283907e-03 1.165299176445879284e-02 2.948576896810240280e-02 7.176228898251216237e-02 3.614958891839150420e-03 4.395255905429670839e-04
5.801838894993810100e-03 1.280827920045624589e-02 2.894520871875478144e-02 7.179758245121085902e-02 3.637451141311151461e-03 4.437273093989511637e-04
6.279504765297942194e-03 1.346781197114099889e-02 2.774700498797541548e-02 7.284615213325019989e-02 3.653302306938630093e-03 4.606640242273091841e-04
6.050660185904341640e-03 1.313273035518920315e-02 2.967565566217634371e-02 7.234624196516312167e-02 3.639861142429228012e-03 4.635081301831483406e-04
5.963876979546254772e-03 1.275208624298029489e-02 2.911898094706310766e-02 7.519107938793327672e-02 3.637087712018402790e-03 4.428001119532358281e-04
6.366118658770748492e-03 1.215995499716643682e-02 2.841360834446104641e-02 7.638646183322496397e-02 3.613315380470273966e-03 4.594967535858152162e-04
6.176911878098546339e-03 1.344918870618888075e-02 3.114622217397234813e-02 7.754404424884688007e-02 3.589512332946406554e-03 4.565180477729435284e-04
