0.000429153	0.000974655	0.00163078	0.00250149	0	0
0.000536919	0.000889778	0.001441	0.00238037	0	0
0.000603676	0.000976563	0.00191784	0.00117397	0	0
0.000513077	0.000957489	0.00184536	0.00105286	0	0
0.000585556	0.00127697	0.00185585	0.000623703	0	0
0.000588417	0.00104713	0.00187016	0.000687599	0	0
0.000861168	0.000835419	0.00158882	0.0010004	4.95911e-05	0
0.00080204	0.000882149	0.00150204	0.0011673	5.34058e-05	0
0.000562668	0.00133514	0.00163841	0.00142479	4.1008e-05	0
0.000537872	0.000967026	0.00186443	0.00146484	4.00543e-05	0
0.00047493	0.00106335	0.00165081	0.00186729	6.38962e-05	8.58307e-06
0.000592232	0.000841141	0.00174236	0.00205231	6.10352e-05	9.53674e-06
0.000699997	0.0011816	0.00187397	0.00214481	6.96182e-05	1.04904e-05
0.000628471	0.00124073	0.00158215	0.00230694	6.77109e-05	1.33514e-05
0.000629425	0.000822067	0.00155067	0.00195503	2.47955e-05	0
0.000501633	0.00101757	0.00152302	0.00189304	4.00543e-05	0
0.000515938	0.00104237	0.00146675	0.00220013	9.05991e-05	1.14441e-05
0.00058651	0.00107956	0.00146484	0.00224686	8.96454e-05	9.53674e-06
0.000415802	0.00093174	0.00158501	0.00308704	8.58307e-05	4.76837e-06
0.000576019	0.000782013	0.0017128	0.00313091	7.72476e-05	1.04904e-05
0.00049305	0.000894547	0.00185299	0.00418186	0.000112534	1.14441e-05
0.000463486	0.000837326	0.00200844	0.00414848	0.000114441	1.14441e-05
0.000370979	0.00102901	0.00207138	0.00369358	9.05991e-05	4.76837e-06
0.000494003	0.000964165	0.00173473	0.00383949	7.62939e-05	0
0.000706673	0.000993729	0.00162697	0.00344181	1.62125e-05	0
0.000600815	0.000893593	0.0015173	0.00343513	1.33514e-05	0
0.000500679	0.000997543	0.00154209	0.00303841	6.77109e-05	1.71661e-05
0.00064373	0.00103092	0.0017786	0.00279236	7.72476e-05	1.90735e-05
0.000596046	0.000993729	0.00157261	0.00331974	9.82285e-05	2.09808e-05
0.000597954	0.000979424	0.00162983	0.0031004	0.000102997	2.00272e-05
0.000512123	0.000837326	0.00160789	0.00201416	8.29697e-05	2.47955e-05
0.000627518	0.00094986	0.00175762	0.001894	7.43866e-05	2.00272e-05
0.000529289	0.000821114	0.00173569	0.00165653	0	0
0.000431061	0.000823975	0.00183868	0.00179863	0	0
0.000538826	0.000834465	0.00172329	0.00259876	0	0
0.000585556	0.000818253	0.00173855	0.00255013	0	0
0.000620842	0.00126362	0.00212002	0.0023737	0	0
0.000574112	0.00109386	0.00222015	0.002491	0	0
