1.240587589798498591e+00 9.155077046615404113e-01 6.176052286812759862e-01 -1.269468365792309816e+00 -1.297598861401293657e+00 1.374143516419709554e+00 -2.584420015576242013e-01 -3.356299709046842716e-01 1.455712995724765257e-01 5.261974856590740934e-01 1.124495900365012346e+00 -1.881161927377568432e-01 1.377014898513212016e+00 1.845586974880432996e+00 1.567071796427592201e+00 -8.226415702803128172e-01 -9.390640364614158964e-01 -5.871429834084852528e-01 -6.477890635577602252e-01 -3.311792550078849762e-01 -4.628132568413237391e-01 1.329544320760881748e-01 2.236990063328899936e+00 5.716999719204291175e+00 1.834897547925979477e+00 -4.910811524780348547e-01 -4.913688010651063864e-01 5.823760021692448996e-01 -3.781031150680702058e-01 -2.556289352120709180e-01 -4.225170312187814803e-01 1.945296384264179612e-01 3.317904223512580852e+00 2.047445048041977023e-01 9.937448671750684914e-01 -3.494353938429883288e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
1.240587589798498591e+00 9.155077046615404113e-01 6.176052286812759862e-01 -1.269468365792309816e+00 -1.297598861401293657e+00 1.374143516419709554e+00 -2.584420015576242013e-01 -3.356299709046842716e-01 1.455712995724765257e-01 5.261974856590740934e-01 1.124495900365012346e+00 -1.881161927377568432e-01 1.377014898513212016e+00 1.845586974880432996e+00 1.567071796427592201e+00 -8.226415702803128172e-01 -9.390640364614158964e-01 -5.871429834084852528e-01 -6.477890635577602252e-01 -3.311792550078849762e-01 -4.628132568413237391e-01 1.329544320760881748e-01 2.236990063328899936e+00 5.716999719204291175e+00 1.834897547925979477e+00 -4.910811524780348547e-01 -4.913688010651063864e-01 5.823760021692448996e-01 -3.781031150680702058e-01 -2.556289352120709180e-01 -4.225170312187814803e-01 1.945296384264179612e-01 3.317904223512580852e+00 2.047445048041977023e-01 9.937448671750684914e-01 -3.494353938429883288e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
-1.034360500428032736e+00 7.942035215514892110e-01 5.399263097724931182e-01 -4.060023092692980340e-01 -1.153050315596672926e+00 1.289713703370063858e+00 5.159662539052197738e-01 7.107689308355019664e-01 2.034235930943567860e-01 -9.929554812958010235e-01 1.446141179415658229e+00 1.213384943221878648e-01 1.714957055384276563e+00 1.607669048849158289e+00 7.417187183173404863e-01 -1.199675803055397116e+00 -9.768064381255465722e-01 2.095050112362295547e-01 -2.844285027714644198e-01 5.040543457614660161e-01 -4.628132568413237391e-01 1.621267712431846697e-01 4.685753099963288371e+00 3.555645163697592981e+00 1.402775616581989626e-01 -4.910811524780348547e-01 -4.913688010651063864e-01 8.422599336600308240e-01 -3.781031150680702058e-01 -2.556289352120709180e-01 -4.225170312187814803e-01 1.945296384264179612e-01 3.949261128077507177e+00 3.799413332591016212e-01 -4.307189053047734695e-01 -3.494353938429883288e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
-9.285489613477293513e-01 2.685520614079358603e-01 1.737256920596534637e-01 -9.472795387314840720e-01 1.639475461787640587e-01 -6.116330542426220290e-02 4.872844666658563417e-01 1.360257904329409850e+00 -3.750993421244442350e-01 -7.397633201366550226e-01 1.490107080868624090e+00 5.297344758842922330e-01 1.615562303363375252e+00 1.198347885784599720e+00 -9.975453709975203032e-02 -8.433577369163063331e-01 -6.748672248125020534e-01 -3.381904850820118269e-01 5.384762966563230169e-01 1.658641970354392203e+00 -4.628132568413237391e-01 5.121948412483434687e-01 4.853805465222510662e+00 2.858434016759947571e+00 -5.076653742677170733e-01 2.112652976579798836e-01 6.364418440792877218e-01 -4.571597237938991309e-01 -3.781031150680702058e-01 -2.556289352120709180e-01 -4.225170312187814803e-01 5.760301139173169549e-01 3.822989747164522445e+00 5.551381617140055402e-01 -4.307189053047734695e-01 -3.494353938429883288e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
-5.582085745666658383e-01 1.289528935917531038e+00 5.165881948870627849e-02 -1.024604857226083521e+00 6.758184897568310368e-02 8.042422783346034887e-01 2.578301687509388929e-01 8.190170930844862252e-01 -2.015424615588037871e-01 -4.865711589775092438e-01 1.050448066338965258e+00 1.109698872380991741e+00 1.490867069009880863e+00 5.204097094589250627e-01 -7.768019839870681231e-01 -5.491881706851965417e-01 -3.944950981646749844e-01 -8.212505823192484122e-02 1.671306280284185819e+00 2.346481406282092674e+00 -4.628132568413237391e-01 1.649916068765109323e+00 4.853805465222510662e+00 6.958942900936861131e-02 -5.575071385697105697e-01 1.971626580270315759e-02 6.364418440792877218e-01 6.260813918767291208e-02 1.000446751670794443e+00 7.616875730556283974e-01 -4.225170312187814803e-01 3.151158323480883983e+00 1.297562128904816481e+00 2.954767634929381104e-02 -4.307189053047734695e-01 -3.494353938429883288e-01 1.637291650757255190e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
2.177427120222290846e-01 8.043122034773263485e-01 -3.145417982241314747e-01 -3.931147561868644225e-01 3.245570415172323031e-01 5.720602924480779894e-01 5.159662539052197738e-01 -1.912990879060379734e-01 -7.222131032557248531e-01 2.171946533193521933e+00 6.269870155025035752e-01 1.841232911519296689e+00 1.378822075822683013e+00 -2.828830730552705508e-01 -1.144342026583039518e+00 -1.182919046565284876e-01 -1.167930985706492654e-02 7.145229364127899663e-01 2.056040991704969567e+00 1.290156558250266761e+00 -4.628132568413237391e-01 3.473187266708643861e+00 2.357027467085486716e+00 -5.927611605813939422e-01 -5.575071385697105697e-01 2.751149749430721325e-01 1.665207419357902230e-01 8.422599336600308240e-01 1.788189532664431258e+00 -2.556289352120709180e-01 -4.225170312187814803e-01 4.581785106571754085e+00 3.484831977496360977e-02 -4.960428090154180292e-01 -4.307189053047734695e-01 2.865911989813036409e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
-2.760444703525216648e-01 -4.895990830298826424e-01 -2.479598677308877952e-01 1.094998140280230292e-01 1.240031164946497899e+00 6.987050120225464234e-01 4.012391049477610494e-01 1.334453988409167180e-01 2.612758866162367410e-01 1.665562210875229709e+00 6.593829428888997590e-01 2.411724205350895378e+00 1.194489990256647483e+00 -7.152285515422102113e-01 -1.179806416658089496e+00 1.012994616850042690e-01 9.210971884135902288e-01 1.589413144817253709e+00 2.066728067022213455e+00 1.781470441055767573e+00 -5.148027650261519095e-02 3.560704284209934123e+00 1.852870371307818731e+00 -5.927611605813939422e-01 -5.575071385697105697e-01 4.028143295132565194e-01 1.106362946222785304e+00 1.491969762386996079e+00 -3.781031150680702058e-01 -2.556289352120709180e-01 1.397839065558449112e-01 4.009534393335406399e+00 -2.176944420510069089e-01 -4.960428090154180292e-01 -4.307189053047734695e-01 2.865911989813036409e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
1.064235024664658580e+00 -6.210119480657692037e-01 -4.821407625115873424e-02 1.230716932199696023e+00 9.348731238034103663e-01 -1.033782119490850027e-01 6.880569773414079160e-01 -2.634645294053609144e-01 4.348327671818771889e-01 -4.865711589775092438e-01 6.640109325155275632e-01 2.683286481750439378e+00 7.987181594825123465e-01 -1.111758428261001130e+00 -7.768019839870681231e-01 -1.472945379469194904e-01 1.384789551715766009e+00 2.158447426706335825e+00 1.500313075208282054e+00 9.708025344266915102e-01 3.304717766690424829e-01 4.581736155058313997e+00 3.644065647261316987e-01 -5.927611605813939422e-01 2.399610902621861774e-01 -4.413341148238908440e-02 1.012378725794085721e+00 1.621911728132389152e+00 1.197382446919203591e+00 7.616875730556283974e-01 1.397839065558449112e-01 4.009534393335406399e+00 -9.142306113802164957e-02 -4.960428090154180292e-01 5.189236096817878563e-01 -3.494353938429883288e-01 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
7.468004074237478696e-01 -8.231855865825229435e-01 8.494978473532859009e-02 4.445761941712813026e-01 1.288214013548039105e+00 -3.988825576228437475e-01 -4.878962994725404290e-01 9.272652553334704839e-01 4.348327671818771889e-01 1.285773969136511541e+00 9.208643567933810781e-01 2.801173981582799843e+00 2.764439170454117689e-01 -1.180831374528145350e+00 -3.770215867774146523e-01 1.012994616850042690e-01 2.021018608339681055e+00 2.129995712611881586e+00 1.190387891008206411e+00 -2.329164784467848692e-01 5.361382668383969374e-01 5.048493581731858804e+00 -6.679151075805226379e-01 -5.927611605813939422e-01 2.399610902621861774e-01 6.582130386536256816e-01 1.576284048366282997e+00 -4.571597237938991309e-01 2.182060923161249555e+00 -2.556289352120709180e-01 -1.413665623314682707e-01 4.391034868826305448e+00 -5.965085847899628257e-01 -4.960428090154180292e-01 5.189236096817878563e-01 2.865911989813036409e-01 6.371726128562718028e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
1.152411307231579363e+00 -1.641988822575365381e+00 8.395449969920900646e-01 1.591568418507820493e+00 3.545994990799083979e-02 3.820932130863763376e-01 -1.692531363525854760e+00 6.025207685865169305e-01 8.976511153569179946e-01 1.464092439203553697e-01 1.473909117175425942e+00 2.778017508401443347e+00 1.951209381192198500e-01 -7.587189251178195759e-01 -2.882575694965236121e-02 8.346517605991795596e-01 1.638202820032071072e+00 1.753010500860364917e+00 7.522178030012026673e-01 -7.979274436731105258e-01 2.181470188193230797e+00 4.100392558801220666e+00 -6.679151075805226379e-01 3.472887166248637275e-02 1.901193259601926255e-01 5.943633613685334049e-01 6.364418440792876108e-01 1.362027796641602784e+00 -3.781031150680702058e-01 -2.556289352120709180e-01 2.107837188767037517e+00 2.578907610244535853e+00 -5.965085847899628257e-01 2.047445048041977023e-01 4.410235218850720729e-02 -3.142209743084233703e-02 -3.097142827048207092e-01 -2.557437479256051693e-01 -1.738477645664209259e-01 -9.381453269697370700e-02
